date,pneumonia symptoms_unscaled,pneumonia symptoms_monthly,isPartial,scale,pneumonia symptoms
2009-01-01,38,39.0,False,0.39,14.82
2009-01-02,40,39.0,,0.39,15.600000000000001
2009-01-03,35,39.0,,0.39,13.65
2009-01-04,67,39.0,,0.39,26.130000000000003
2009-01-05,100,39.0,,0.39,39.0
2009-01-06,79,39.0,,0.39,30.810000000000002
2009-01-07,52,39.0,,0.39,20.28
2009-01-08,65,39.0,,0.39,25.35
2009-01-09,67,39.0,,0.39,26.130000000000003
2009-01-10,48,39.0,,0.39,18.72
2009-01-11,66,39.0,,0.39,25.740000000000002
2009-01-12,50,39.0,,0.39,19.5
2009-01-13,58,39.0,,0.39,22.62
2009-01-14,64,39.0,,0.39,24.96
2009-01-15,62,39.0,,0.39,24.18
2009-01-16,52,39.0,,0.39,20.28
2009-01-17,60,39.0,,0.39,23.400000000000002
2009-01-18,31,39.0,,0.39,12.09
2009-01-19,65,39.0,,0.39,25.35
2009-01-20,26,39.0,,0.39,10.14
2009-01-21,67,39.0,,0.39,26.130000000000003
2009-01-22,38,39.0,,0.39,14.82
2009-01-23,66,39.0,,0.39,25.740000000000002
2009-01-24,25,39.0,,0.39,9.75
2009-01-25,81,39.0,,0.39,31.59
2009-01-26,54,39.0,,0.39,21.060000000000002
2009-01-27,53,39.0,,0.39,20.67
2009-01-28,59,39.0,,0.39,23.01
2009-01-29,69,39.0,,0.39,26.91
2009-01-30,69,39.0,,0.39,26.91
2009-01-31,54,39.0,,0.39,21.060000000000002
2009-02-01,60,48.0,False,0.48,28.799999999999997
2009-02-02,68,48.0,,0.48,32.64
2009-02-03,36,48.0,,0.48,17.28
2009-02-04,62,48.0,,0.48,29.759999999999998
2009-02-05,97,48.0,,0.48,46.559999999999995
2009-02-06,81,48.0,,0.48,38.879999999999995
2009-02-07,86,48.0,,0.48,41.28
2009-02-08,43,48.0,,0.48,20.64
2009-02-09,62,48.0,,0.48,29.759999999999998
2009-02-10,64,48.0,,0.48,30.72
2009-02-11,77,48.0,,0.48,36.96
2009-02-12,72,48.0,,0.48,34.56
2009-02-13,72,48.0,,0.48,34.56
2009-02-14,87,48.0,,0.48,41.76
2009-02-15,50,48.0,,0.48,24.0
2009-02-16,100,48.0,,0.48,48.0
2009-02-17,86,48.0,,0.48,41.28
2009-02-18,88,48.0,,0.48,42.239999999999995
2009-02-19,76,48.0,,0.48,36.48
2009-02-20,39,48.0,,0.48,18.72
2009-02-21,52,48.0,,0.48,24.96
2009-02-22,95,48.0,,0.48,45.6
2009-02-23,45,48.0,,0.48,21.599999999999998
2009-02-24,62,48.0,,0.48,29.759999999999998
2009-02-25,70,48.0,,0.48,33.6
2009-02-26,65,48.0,,0.48,31.2
2009-02-27,41,48.0,,0.48,19.68
2009-02-28,66,48.0,,0.48,31.68
2009-03-01,80,43.0,False,0.43,34.4
2009-03-02,98,43.0,,0.43,42.14
2009-03-03,67,43.0,,0.43,28.81
2009-03-04,57,43.0,,0.43,24.509999999999998
2009-03-05,59,43.0,,0.43,25.37
2009-03-06,65,43.0,,0.43,27.95
2009-03-07,100,43.0,,0.43,43.0
2009-03-08,75,43.0,,0.43,32.25
2009-03-09,64,43.0,,0.43,27.52
2009-03-10,44,43.0,,0.43,18.919999999999998
2009-03-11,78,43.0,,0.43,33.54
2009-03-12,62,43.0,,0.43,26.66
2009-03-13,63,43.0,,0.43,27.09
2009-03-14,62,43.0,,0.43,26.66
2009-03-15,38,43.0,,0.43,16.34
2009-03-16,49,43.0,,0.43,21.07
2009-03-17,56,43.0,,0.43,24.08
2009-03-18,62,43.0,,0.43,26.66
2009-03-19,73,43.0,,0.43,31.39
2009-03-20,36,43.0,,0.43,15.48
2009-03-21,51,43.0,,0.43,21.93
2009-03-22,72,43.0,,0.43,30.96
2009-03-23,71,43.0,,0.43,30.53
2009-03-24,40,43.0,,0.43,17.2
2009-03-25,68,43.0,,0.43,29.24
2009-03-26,52,43.0,,0.43,22.36
2009-03-27,49,43.0,,0.43,21.07
2009-03-28,69,43.0,,0.43,29.669999999999998
2009-03-29,45,43.0,,0.43,19.35
2009-03-30,47,43.0,,0.43,20.21
2009-03-31,40,43.0,,0.43,17.2
2009-04-01,60,28.0,False,0.28,16.8
2009-04-02,61,28.0,,0.28,17.080000000000002
2009-04-03,59,28.0,,0.28,16.520000000000003
2009-04-04,57,28.0,,0.28,15.96
2009-04-05,72,28.0,,0.28,20.160000000000004
2009-04-06,82,28.0,,0.28,22.96
2009-04-07,82,28.0,,0.28,22.96
2009-04-08,52,28.0,,0.28,14.560000000000002
2009-04-09,69,28.0,,0.28,19.32
2009-04-10,34,28.0,,0.28,9.520000000000001
2009-04-11,51,28.0,,0.28,14.280000000000001
2009-04-12,94,28.0,,0.28,26.320000000000004
2009-04-13,85,28.0,,0.28,23.8
2009-04-14,58,28.0,,0.28,16.240000000000002
2009-04-15,46,28.0,,0.28,12.88
2009-04-16,99,28.0,,0.28,27.720000000000002
2009-04-17,71,28.0,,0.28,19.880000000000003
2009-04-18,44,28.0,,0.28,12.32
2009-04-19,85,28.0,,0.28,23.8
2009-04-20,68,28.0,,0.28,19.040000000000003
2009-04-21,77,28.0,,0.28,21.560000000000002
2009-04-22,46,28.0,,0.28,12.88
2009-04-23,65,28.0,,0.28,18.200000000000003
2009-04-24,41,28.0,,0.28,11.48
2009-04-25,45,28.0,,0.28,12.600000000000001
2009-04-26,95,28.0,,0.28,26.6
2009-04-27,100,28.0,,0.28,28.000000000000004
2009-04-28,62,28.0,,0.28,17.360000000000003
2009-04-29,72,28.0,,0.28,20.160000000000004
2009-04-30,64,28.0,,0.28,17.92
2009-05-01,84,28.0,False,0.28,23.520000000000003
2009-05-02,49,28.0,,0.28,13.72
2009-05-03,54,28.0,,0.28,15.120000000000001
2009-05-04,80,28.0,,0.28,22.400000000000002
2009-05-05,79,28.0,,0.28,22.12
2009-05-06,67,28.0,,0.28,18.76
2009-05-07,100,28.0,,0.28,28.000000000000004
2009-05-08,65,28.0,,0.28,18.200000000000003
2009-05-09,57,28.0,,0.28,15.96
2009-05-10,68,28.0,,0.28,19.040000000000003
2009-05-11,68,28.0,,0.28,19.040000000000003
2009-05-12,58,28.0,,0.28,16.240000000000002
2009-05-13,84,28.0,,0.28,23.520000000000003
2009-05-14,67,28.0,,0.28,18.76
2009-05-15,58,28.0,,0.28,16.240000000000002
2009-05-16,56,28.0,,0.28,15.680000000000001
2009-05-17,50,28.0,,0.28,14.000000000000002
2009-05-18,58,28.0,,0.28,16.240000000000002
2009-05-19,67,28.0,,0.28,18.76
2009-05-20,82,28.0,,0.28,22.96
2009-05-21,52,28.0,,0.28,14.560000000000002
2009-05-22,36,28.0,,0.28,10.080000000000002
2009-05-23,31,28.0,,0.28,8.680000000000001
2009-05-24,39,28.0,,0.28,10.920000000000002
2009-05-25,47,28.0,,0.28,13.160000000000002
2009-05-26,68,28.0,,0.28,19.040000000000003
2009-05-27,58,28.0,,0.28,16.240000000000002
2009-05-28,59,28.0,,0.28,16.520000000000003
2009-05-29,50,28.0,,0.28,14.000000000000002
2009-05-30,22,28.0,,0.28,6.16
2009-05-31,95,28.0,,0.28,26.6
2009-06-01,76,23.0,False,0.23,17.48
2009-06-02,84,23.0,,0.23,19.32
2009-06-03,69,23.0,,0.23,15.870000000000001
2009-06-04,22,23.0,,0.23,5.0600000000000005
2009-06-05,100,23.0,,0.23,23.0
2009-06-06,52,23.0,,0.23,11.96
2009-06-07,77,23.0,,0.23,17.71
2009-06-08,48,23.0,,0.23,11.040000000000001
2009-06-09,74,23.0,,0.23,17.02
2009-06-10,72,23.0,,0.23,16.560000000000002
2009-06-11,73,23.0,,0.23,16.79
2009-06-12,77,23.0,,0.23,17.71
2009-06-13,34,23.0,,0.23,7.82
2009-06-14,53,23.0,,0.23,12.190000000000001
2009-06-15,71,23.0,,0.23,16.330000000000002
2009-06-16,43,23.0,,0.23,9.89
2009-06-17,49,23.0,,0.23,11.270000000000001
2009-06-18,72,23.0,,0.23,16.560000000000002
2009-06-19,90,23.0,,0.23,20.7
2009-06-20,26,23.0,,0.23,5.98
2009-06-21,64,23.0,,0.23,14.72
2009-06-22,88,23.0,,0.23,20.240000000000002
2009-06-23,55,23.0,,0.23,12.65
2009-06-24,45,23.0,,0.23,10.35
2009-06-25,68,23.0,,0.23,15.64
2009-06-26,30,23.0,,0.23,6.9
2009-06-27,9,23.0,,0.23,2.0700000000000003
2009-06-28,35,23.0,,0.23,8.05
2009-06-29,56,23.0,,0.23,12.88
2009-06-30,66,23.0,,0.23,15.180000000000001
2009-07-01,33,22.0,False,0.22,7.26
2009-07-02,45,22.0,,0.22,9.9
2009-07-03,32,22.0,,0.22,7.04
2009-07-04,49,22.0,,0.22,10.78
2009-07-05,50,22.0,,0.22,11.0
2009-07-06,100,22.0,,0.22,22.0
2009-07-07,46,22.0,,0.22,10.12
2009-07-08,56,22.0,,0.22,12.32
2009-07-09,34,22.0,,0.22,7.48
2009-07-10,45,22.0,,0.22,9.9
2009-07-11,94,22.0,,0.22,20.68
2009-07-12,52,22.0,,0.22,11.44
2009-07-13,52,22.0,,0.22,11.44
2009-07-14,50,22.0,,0.22,11.0
2009-07-15,33,22.0,,0.22,7.26
2009-07-16,48,22.0,,0.22,10.56
2009-07-17,51,22.0,,0.22,11.22
2009-07-18,80,22.0,,0.22,17.6
2009-07-19,38,22.0,,0.22,8.36
2009-07-20,47,22.0,,0.22,10.34
2009-07-21,50,22.0,,0.22,11.0
2009-07-22,56,22.0,,0.22,12.32
2009-07-23,42,22.0,,0.22,9.24
2009-07-24,40,22.0,,0.22,8.8
2009-07-25,94,22.0,,0.22,20.68
2009-07-26,14,22.0,,0.22,3.08
2009-07-27,37,22.0,,0.22,8.14
2009-07-28,76,22.0,,0.22,16.72
2009-07-29,46,22.0,,0.22,10.12
2009-07-30,28,22.0,,0.22,6.16
2009-07-31,50,22.0,,0.22,11.0
2009-08-01,53,21.0,False,0.21,11.129999999999999
2009-08-02,100,21.0,,0.21,21.0
2009-08-03,26,21.0,,0.21,5.46
2009-08-04,46,21.0,,0.21,9.66
2009-08-05,39,21.0,,0.21,8.19
2009-08-06,39,21.0,,0.21,8.19
2009-08-07,33,21.0,,0.21,6.93
2009-08-08,40,21.0,,0.21,8.4
2009-08-09,40,21.0,,0.21,8.4
2009-08-10,39,21.0,,0.21,8.19
2009-08-11,29,21.0,,0.21,6.09
2009-08-12,64,21.0,,0.21,13.44
2009-08-13,31,21.0,,0.21,6.51
2009-08-14,28,21.0,,0.21,5.88
2009-08-15,33,21.0,,0.21,6.93
2009-08-16,47,21.0,,0.21,9.87
2009-08-17,44,21.0,,0.21,9.24
2009-08-18,63,21.0,,0.21,13.229999999999999
2009-08-19,25,21.0,,0.21,5.25
2009-08-20,51,21.0,,0.21,10.709999999999999
2009-08-21,55,21.0,,0.21,11.549999999999999
2009-08-22,51,21.0,,0.21,10.709999999999999
2009-08-23,32,21.0,,0.21,6.72
2009-08-24,38,21.0,,0.21,7.9799999999999995
2009-08-25,54,21.0,,0.21,11.34
2009-08-26,38,21.0,,0.21,7.9799999999999995
2009-08-27,67,21.0,,0.21,14.07
2009-08-28,27,21.0,,0.21,5.67
2009-08-29,60,21.0,,0.21,12.6
2009-08-30,43,21.0,,0.21,9.03
2009-08-31,54,21.0,,0.21,11.34
2009-09-01,40,35.0,False,0.35,14.0
2009-09-02,61,35.0,,0.35,21.349999999999998
2009-09-03,51,35.0,,0.35,17.849999999999998
2009-09-04,37,35.0,,0.35,12.95
2009-09-05,47,35.0,,0.35,16.45
2009-09-06,55,35.0,,0.35,19.25
2009-09-07,42,35.0,,0.35,14.7
2009-09-08,56,35.0,,0.35,19.599999999999998
2009-09-09,39,35.0,,0.35,13.649999999999999
2009-09-10,63,35.0,,0.35,22.049999999999997
2009-09-11,38,35.0,,0.35,13.299999999999999
2009-09-12,63,35.0,,0.35,22.049999999999997
2009-09-13,39,35.0,,0.35,13.649999999999999
2009-09-14,62,35.0,,0.35,21.7
2009-09-15,54,35.0,,0.35,18.9
2009-09-16,84,35.0,,0.35,29.4
2009-09-17,56,35.0,,0.35,19.599999999999998
2009-09-18,64,35.0,,0.35,22.4
2009-09-19,35,35.0,,0.35,12.25
2009-09-20,59,35.0,,0.35,20.65
2009-09-21,55,35.0,,0.35,19.25
2009-09-22,96,35.0,,0.35,33.599999999999994
2009-09-23,100,35.0,,0.35,35.0
2009-09-24,70,35.0,,0.35,24.5
2009-09-25,63,35.0,,0.35,22.049999999999997
2009-09-26,34,35.0,,0.35,11.899999999999999
2009-09-27,58,35.0,,0.35,20.299999999999997
2009-09-28,81,35.0,,0.35,28.349999999999998
2009-09-29,93,35.0,,0.35,32.55
2009-09-30,99,35.0,,0.35,34.65
2009-10-01,40,67.0,False,0.67,26.8
2009-10-02,39,67.0,,0.67,26.130000000000003
2009-10-03,46,67.0,,0.67,30.82
2009-10-04,48,67.0,,0.67,32.160000000000004
2009-10-05,77,67.0,,0.67,51.59
2009-10-06,44,67.0,,0.67,29.48
2009-10-07,54,67.0,,0.67,36.18
2009-10-08,43,67.0,,0.67,28.810000000000002
2009-10-09,64,67.0,,0.67,42.88
2009-10-10,48,67.0,,0.67,32.160000000000004
2009-10-11,66,67.0,,0.67,44.220000000000006
2009-10-12,46,67.0,,0.67,30.82
2009-10-13,55,67.0,,0.67,36.85
2009-10-14,70,67.0,,0.67,46.900000000000006
2009-10-15,74,67.0,,0.67,49.580000000000005
2009-10-16,53,67.0,,0.67,35.510000000000005
2009-10-17,75,67.0,,0.67,50.25
2009-10-18,78,67.0,,0.67,52.260000000000005
2009-10-19,59,67.0,,0.67,39.53
2009-10-20,74,67.0,,0.67,49.580000000000005
2009-10-21,77,67.0,,0.67,51.59
2009-10-22,70,67.0,,0.67,46.900000000000006
2009-10-23,85,67.0,,0.67,56.95
2009-10-24,67,67.0,,0.67,44.89
2009-10-25,65,67.0,,0.67,43.550000000000004
2009-10-26,100,67.0,,0.67,67.0
2009-10-27,89,67.0,,0.67,59.63
2009-10-28,80,67.0,,0.67,53.6
2009-10-29,76,67.0,,0.67,50.92
2009-10-30,65,67.0,,0.67,43.550000000000004
2009-10-31,64,67.0,,0.67,42.88
2009-11-01,100,67.0,False,0.67,67.0
2009-11-02,92,67.0,,0.67,61.64
2009-11-03,73,67.0,,0.67,48.910000000000004
2009-11-04,80,67.0,,0.67,53.6
2009-11-05,89,67.0,,0.67,59.63
2009-11-06,67,67.0,,0.67,44.89
2009-11-07,54,67.0,,0.67,36.18
2009-11-08,69,67.0,,0.67,46.230000000000004
2009-11-09,70,67.0,,0.67,46.900000000000006
2009-11-10,61,67.0,,0.67,40.870000000000005
2009-11-11,70,67.0,,0.67,46.900000000000006
2009-11-12,58,67.0,,0.67,38.86
2009-11-13,68,67.0,,0.67,45.56
2009-11-14,58,67.0,,0.67,38.86
2009-11-15,75,67.0,,0.67,50.25
2009-11-16,83,67.0,,0.67,55.61000000000001
2009-11-17,78,67.0,,0.67,52.260000000000005
2009-11-18,60,67.0,,0.67,40.2
2009-11-19,86,67.0,,0.67,57.620000000000005
2009-11-20,55,67.0,,0.67,36.85
2009-11-21,72,67.0,,0.67,48.24
2009-11-22,70,67.0,,0.67,46.900000000000006
2009-11-23,72,67.0,,0.67,48.24
2009-11-24,52,67.0,,0.67,34.84
2009-11-25,54,67.0,,0.67,36.18
2009-11-26,53,67.0,,0.67,35.510000000000005
2009-11-27,57,67.0,,0.67,38.190000000000005
2009-11-28,61,67.0,,0.67,40.870000000000005
2009-11-29,45,67.0,,0.67,30.150000000000002
2009-11-30,57,67.0,,0.67,38.190000000000005
2009-12-01,70,54.0,False,0.54,37.800000000000004
2009-12-02,75,54.0,,0.54,40.5
2009-12-03,78,54.0,,0.54,42.120000000000005
2009-12-04,72,54.0,,0.54,38.88
2009-12-05,77,54.0,,0.54,41.580000000000005
2009-12-06,62,54.0,,0.54,33.480000000000004
2009-12-07,76,54.0,,0.54,41.040000000000006
2009-12-08,70,54.0,,0.54,37.800000000000004
2009-12-09,70,54.0,,0.54,37.800000000000004
2009-12-10,74,54.0,,0.54,39.96
2009-12-11,32,54.0,,0.54,17.28
2009-12-12,44,54.0,,0.54,23.76
2009-12-13,74,54.0,,0.54,39.96
2009-12-14,78,54.0,,0.54,42.120000000000005
2009-12-15,74,54.0,,0.54,39.96
2009-12-16,77,54.0,,0.54,41.580000000000005
2009-12-17,74,54.0,,0.54,39.96
2009-12-18,52,54.0,,0.54,28.080000000000002
2009-12-19,65,54.0,,0.54,35.1
2009-12-20,62,54.0,,0.54,33.480000000000004
2009-12-21,65,54.0,,0.54,35.1
2009-12-22,79,54.0,,0.54,42.660000000000004
2009-12-23,77,54.0,,0.54,41.580000000000005
2009-12-24,32,54.0,,0.54,17.28
2009-12-25,43,54.0,,0.54,23.220000000000002
2009-12-26,97,54.0,,0.54,52.38
2009-12-27,91,54.0,,0.54,49.14
2009-12-28,100,54.0,,0.54,54.0
2009-12-29,75,54.0,,0.54,40.5
2009-12-30,86,54.0,,0.54,46.440000000000005
2009-12-31,83,54.0,,0.54,44.82
2010-01-01,77,51.0,False,0.51,39.27
2010-01-02,65,51.0,,0.51,33.15
2010-01-03,98,51.0,,0.51,49.980000000000004
2010-01-04,99,51.0,,0.51,50.49
2010-01-05,88,51.0,,0.51,44.88
2010-01-06,90,51.0,,0.51,45.9
2010-01-07,100,51.0,,0.51,51.0
2010-01-08,53,51.0,,0.51,27.03
2010-01-09,75,51.0,,0.51,38.25
2010-01-10,36,51.0,,0.51,18.36
2010-01-11,73,51.0,,0.51,37.230000000000004
2010-01-12,80,51.0,,0.51,40.8
2010-01-13,98,51.0,,0.51,49.980000000000004
2010-01-14,57,51.0,,0.51,29.07
2010-01-15,41,51.0,,0.51,20.91
2010-01-16,51,51.0,,0.51,26.01
2010-01-17,70,51.0,,0.51,35.7
2010-01-18,71,51.0,,0.51,36.21
2010-01-19,77,51.0,,0.51,39.27
2010-01-20,70,51.0,,0.51,35.7
2010-01-21,84,51.0,,0.51,42.84
2010-01-22,37,51.0,,0.51,18.87
2010-01-23,96,51.0,,0.51,48.96
2010-01-24,85,51.0,,0.51,43.35
2010-01-25,89,51.0,,0.51,45.39
2010-01-26,83,51.0,,0.51,42.33
2010-01-27,61,51.0,,0.51,31.11
2010-01-28,60,51.0,,0.51,30.6
2010-01-29,73,51.0,,0.51,37.230000000000004
2010-01-30,61,51.0,,0.51,31.11
2010-01-31,65,51.0,,0.51,33.15
2010-02-01,94,60.0,False,0.6,56.4
2010-02-02,80,60.0,,0.6,48.0
2010-02-03,52,60.0,,0.6,31.2
2010-02-04,84,60.0,,0.6,50.4
2010-02-05,100,60.0,,0.6,60.0
2010-02-06,93,60.0,,0.6,55.8
2010-02-07,85,60.0,,0.6,51.0
2010-02-08,86,60.0,,0.6,51.6
2010-02-09,70,60.0,,0.6,42.0
2010-02-10,68,60.0,,0.6,40.8
2010-02-11,93,60.0,,0.6,55.8
2010-02-12,36,60.0,,0.6,21.599999999999998
2010-02-13,69,60.0,,0.6,41.4
2010-02-14,92,60.0,,0.6,55.199999999999996
2010-02-15,84,60.0,,0.6,50.4
2010-02-16,82,60.0,,0.6,49.199999999999996
2010-02-17,56,60.0,,0.6,33.6
2010-02-18,83,60.0,,0.6,49.8
2010-02-19,68,60.0,,0.6,40.8
2010-02-20,74,60.0,,0.6,44.4
2010-02-21,81,60.0,,0.6,48.6
2010-02-22,83,60.0,,0.6,49.8
2010-02-23,48,60.0,,0.6,28.799999999999997
2010-02-24,58,60.0,,0.6,34.8
2010-02-25,72,60.0,,0.6,43.199999999999996
2010-02-26,57,60.0,,0.6,34.199999999999996
2010-02-27,64,60.0,,0.6,38.4
2010-02-28,82,60.0,,0.6,49.199999999999996
2010-03-01,96,54.0,False,0.54,51.84
2010-03-02,83,54.0,,0.54,44.82
2010-03-03,88,54.0,,0.54,47.52
2010-03-04,100,54.0,,0.54,54.0
2010-03-05,79,54.0,,0.54,42.660000000000004
2010-03-06,75,54.0,,0.54,40.5
2010-03-07,95,54.0,,0.54,51.300000000000004
2010-03-08,99,54.0,,0.54,53.46
2010-03-09,92,54.0,,0.54,49.68000000000001
2010-03-10,81,54.0,,0.54,43.74
2010-03-11,88,54.0,,0.54,47.52
2010-03-12,67,54.0,,0.54,36.18
2010-03-13,72,54.0,,0.54,38.88
2010-03-14,90,54.0,,0.54,48.6
2010-03-15,76,54.0,,0.54,41.040000000000006
2010-03-16,67,54.0,,0.54,36.18
2010-03-17,68,54.0,,0.54,36.72
2010-03-18,55,54.0,,0.54,29.700000000000003
2010-03-19,86,54.0,,0.54,46.440000000000005
2010-03-20,40,54.0,,0.54,21.6
2010-03-21,81,54.0,,0.54,43.74
2010-03-22,66,54.0,,0.54,35.64
2010-03-23,44,54.0,,0.54,23.76
2010-03-24,83,54.0,,0.54,44.82
2010-03-25,55,54.0,,0.54,29.700000000000003
2010-03-26,65,54.0,,0.54,35.1
2010-03-27,71,54.0,,0.54,38.34
2010-03-28,81,54.0,,0.54,43.74
2010-03-29,79,54.0,,0.54,42.660000000000004
2010-03-30,64,54.0,,0.54,34.56
2010-03-31,59,54.0,,0.54,31.860000000000003
2010-04-01,71,35.0,False,0.35,24.849999999999998
2010-04-02,58,35.0,,0.35,20.299999999999997
2010-04-03,57,35.0,,0.35,19.95
2010-04-04,59,35.0,,0.35,20.65
2010-04-05,100,35.0,,0.35,35.0
2010-04-06,62,35.0,,0.35,21.7
2010-04-07,44,35.0,,0.35,15.399999999999999
2010-04-08,77,35.0,,0.35,26.95
2010-04-09,64,35.0,,0.35,22.4
2010-04-10,59,35.0,,0.35,20.65
2010-04-11,67,35.0,,0.35,23.45
2010-04-12,85,35.0,,0.35,29.749999999999996
2010-04-13,68,35.0,,0.35,23.799999999999997
2010-04-14,55,35.0,,0.35,19.25
2010-04-15,60,35.0,,0.35,21.0
2010-04-16,55,35.0,,0.35,19.25
2010-04-17,49,35.0,,0.35,17.15
2010-04-18,58,35.0,,0.35,20.299999999999997
2010-04-19,66,35.0,,0.35,23.099999999999998
2010-04-20,38,35.0,,0.35,13.299999999999999
2010-04-21,64,35.0,,0.35,22.4
2010-04-22,65,35.0,,0.35,22.75
2010-04-23,50,35.0,,0.35,17.5
2010-04-24,35,35.0,,0.35,12.25
2010-04-25,39,35.0,,0.35,13.649999999999999
2010-04-26,65,35.0,,0.35,22.75
2010-04-27,62,35.0,,0.35,21.7
2010-04-28,79,35.0,,0.35,27.65
2010-04-29,88,35.0,,0.35,30.799999999999997
2010-04-30,71,35.0,,0.35,24.849999999999998
2010-05-01,43,33.0,False,0.33,14.190000000000001
2010-05-02,62,33.0,,0.33,20.46
2010-05-03,74,33.0,,0.33,24.42
2010-05-04,43,33.0,,0.33,14.190000000000001
2010-05-05,43,33.0,,0.33,14.190000000000001
2010-05-06,79,33.0,,0.33,26.07
2010-05-07,60,33.0,,0.33,19.8
2010-05-08,68,33.0,,0.33,22.44
2010-05-09,80,33.0,,0.33,26.400000000000002
2010-05-10,56,33.0,,0.33,18.48
2010-05-11,80,33.0,,0.33,26.400000000000002
2010-05-12,41,33.0,,0.33,13.530000000000001
2010-05-13,67,33.0,,0.33,22.11
2010-05-14,89,33.0,,0.33,29.37
2010-05-15,100,33.0,,0.33,33.0
2010-05-16,59,33.0,,0.33,19.470000000000002
2010-05-17,78,33.0,,0.33,25.740000000000002
2010-05-18,46,33.0,,0.33,15.180000000000001
2010-05-19,47,33.0,,0.33,15.510000000000002
2010-05-20,45,33.0,,0.33,14.850000000000001
2010-05-21,45,33.0,,0.33,14.850000000000001
2010-05-22,39,33.0,,0.33,12.870000000000001
2010-05-23,54,33.0,,0.33,17.82
2010-05-24,81,33.0,,0.33,26.73
2010-05-25,72,33.0,,0.33,23.76
2010-05-26,74,33.0,,0.33,24.42
2010-05-27,43,33.0,,0.33,14.190000000000001
2010-05-28,54,33.0,,0.33,17.82
2010-05-29,52,33.0,,0.33,17.16
2010-05-30,49,33.0,,0.33,16.17
2010-05-31,32,33.0,,0.33,10.56
2010-06-01,44,25.0,False,0.25,11.0
2010-06-02,97,25.0,,0.25,24.25
2010-06-03,49,25.0,,0.25,12.25
2010-06-04,71,25.0,,0.25,17.75
2010-06-05,59,25.0,,0.25,14.75
2010-06-06,46,25.0,,0.25,11.5
2010-06-07,74,25.0,,0.25,18.5
2010-06-08,70,25.0,,0.25,17.5
2010-06-09,66,25.0,,0.25,16.5
2010-06-10,68,25.0,,0.25,17.0
2010-06-11,63,25.0,,0.25,15.75
2010-06-12,34,25.0,,0.25,8.5
2010-06-13,89,25.0,,0.25,22.25
2010-06-14,100,25.0,,0.25,25.0
2010-06-15,66,25.0,,0.25,16.5
2010-06-16,50,25.0,,0.25,12.5
2010-06-17,65,25.0,,0.25,16.25
2010-06-18,55,25.0,,0.25,13.75
2010-06-19,56,25.0,,0.25,14.0
2010-06-20,51,25.0,,0.25,12.75
2010-06-21,64,25.0,,0.25,16.0
2010-06-22,70,25.0,,0.25,17.5
2010-06-23,18,25.0,,0.25,4.5
2010-06-24,63,25.0,,0.25,15.75
2010-06-25,48,25.0,,0.25,12.0
2010-06-26,41,25.0,,0.25,10.25
2010-06-27,61,25.0,,0.25,15.25
2010-06-28,80,25.0,,0.25,20.0
2010-06-29,66,25.0,,0.25,16.5
2010-06-30,18,25.0,,0.25,4.5
2010-07-01,62,20.0,False,0.2,12.4
2010-07-02,38,20.0,,0.2,7.6000000000000005
2010-07-03,42,20.0,,0.2,8.4
2010-07-04,51,20.0,,0.2,10.200000000000001
2010-07-05,100,20.0,,0.2,20.0
2010-07-06,73,20.0,,0.2,14.600000000000001
2010-07-07,80,20.0,,0.2,16.0
2010-07-08,64,20.0,,0.2,12.8
2010-07-09,72,20.0,,0.2,14.4
2010-07-10,61,20.0,,0.2,12.200000000000001
2010-07-11,34,20.0,,0.2,6.800000000000001
2010-07-12,60,20.0,,0.2,12.0
2010-07-13,27,20.0,,0.2,5.4
2010-07-14,32,20.0,,0.2,6.4
2010-07-15,53,20.0,,0.2,10.600000000000001
2010-07-16,26,20.0,,0.2,5.2
2010-07-17,51,20.0,,0.2,10.200000000000001
2010-07-18,40,20.0,,0.2,8.0
2010-07-19,39,20.0,,0.2,7.800000000000001
2010-07-20,20,20.0,,0.2,4.0
2010-07-21,63,20.0,,0.2,12.600000000000001
2010-07-22,77,20.0,,0.2,15.4
2010-07-23,51,20.0,,0.2,10.200000000000001
2010-07-24,28,20.0,,0.2,5.6000000000000005
2010-07-25,23,20.0,,0.2,4.6000000000000005
2010-07-26,56,20.0,,0.2,11.200000000000001
2010-07-27,55,20.0,,0.2,11.0
2010-07-28,47,20.0,,0.2,9.4
2010-07-29,36,20.0,,0.2,7.2
2010-07-30,34,20.0,,0.2,6.800000000000001
2010-07-31,22,20.0,,0.2,4.4
2010-08-01,47,17.0,False,0.17,7.99
2010-08-02,98,17.0,,0.17,16.66
2010-08-03,53,17.0,,0.17,9.01
2010-08-04,54,17.0,,0.17,9.180000000000001
2010-08-05,60,17.0,,0.17,10.200000000000001
2010-08-06,58,17.0,,0.17,9.860000000000001
2010-08-07,93,17.0,,0.17,15.81
2010-08-08,38,17.0,,0.17,6.460000000000001
2010-08-09,64,17.0,,0.17,10.88
2010-08-10,48,17.0,,0.17,8.16
2010-08-11,54,17.0,,0.17,9.180000000000001
2010-08-12,33,17.0,,0.17,5.61
2010-08-13,63,17.0,,0.17,10.71
2010-08-14,23,17.0,,0.17,3.91
2010-08-15,47,17.0,,0.17,7.99
2010-08-16,55,17.0,,0.17,9.350000000000001
2010-08-17,53,17.0,,0.17,9.01
2010-08-18,32,17.0,,0.17,5.44
2010-08-19,55,17.0,,0.17,9.350000000000001
